,Tweet,Sentiment
216,hamsab milkar dhundhe us teesre ko jo Muslim me jake hindu bnke aag lagata Ya hindu me jake Muslim bnke . Aur dono … ,positive
217,@DurexIndia @kkundrra Chutiye ke lodo mna kisne kiya hai orgasm karne ko .... karo na bhosdi walo agar orgasm nhi ho … ,negative
218,@WaseemBadami @iqrarulhassan We will miss the beautiful voice of #AmjadSabriShaheed Allah un k darjaat buland far … ,neutral
219,HareKrishna 2024 ke parliament Election me Hg Modi ko koe gali nahi degaphir v Modi hi jitega beta jara gali de ke dekh to ?   ,positive
220,@INCChhattisgarh Appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye ? kya comparison kar rahe … ,negative
221,Happiest b'day @BeerBicepsGuy . Thanku bade bhaiya for motivating and making great content for us .   ,positive
222,RT @The_Loyal_Guy @tooterforiphone Allah apko kushiyaan naseeb farmai bhai jan duaon me yad rkhna   ,positive
223,@SanjayAzadSln Correct Yeh chatukar Good meadiagovt . K always kisi bat nahi sunta Boycott hona chahiy Magar Ye … ,neutral
224,@AshrafFem Kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahi … ,neutral
225,@cloudy_megha @StarPlus Aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat … ,neutral
226,@asadowaisi Teri maa ki chut behen ke lode Teri gand main jor h to 15 minute ke liye mil le tujhe Teri Randi maa ke … ,negative
227,Modi Ji apko fr Ek baar pm banne pr congrats Hamare desh ke logo ne jo Ye visvas banaya hai apke uper is visvas ko … ,positive
228,Bhai .. Modi ji ko jeetna hi tha .. But now early waiting this epic advrtsmnt series .. Mauka mauka … ,neutral
229,Its okkkk loveee you are one of my most favourite persons here ♥️ ,positive
230,@PiyushGoyal @narendramodi @PiyushGoyal @drmncrald @RailwaySeva @manojsinhabjp Sir mai allahabad ( ald ) se sirathu (… ,neutral
231,@RubikaLiyaquat RUBIKA GANDI TO BATA JO ANDAR KO MATRI BANYA H BJP NE O KYA BAYAN DEYA H SALI HARAMKHOR TEREI CHOD … ,negative
232,@rsprasad Ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1… ,negative
233,jini zindgi guzri a jini baki a sari ty lant beshumar . ,neutral
234,If you don’t like zhoom barabar jhoom ( movie ) then we can not be friends .   ,negative
235,@VSShishodia @msisodia Are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th … ,negative
236,Today is a bday of my murshid may ALLAH give them great health that they can more work muslim ummah or ALLAH unka s … ,positive
237,RT @legaynd 12 listen bhenchod you’re such a pyaara bachha im so fucking happy you finally have a gf omg I love you AND ILL TEXT YOU WHEN …   ,negative
238,@OfficeOfKNath Sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me . 23may ko jo video aaya … ,neutral
239,BJP is now garibo ki Party who thinks for everyone and Congress is now ' kisi ki bhi party nahi ' who thinks only for self   ,positive
240,RT @Salmanashraf313 @CallMeMeeru Meri life mae aik ap or @ZoyeMemon apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha bcz …   ,positive
241,Naa hum bhulte he khuda ko Naa unhko jo hume as allah s gift mile he unko Bhulne wali galiya hum chor aaye piche ,neutral
242,@janupande Tumhari marzi chhor do twitter yehi agar Facebook hota na toh tum log chhorne Ka sochte tak nhi P … ,neutral
243,@ramsarnacharya1 @ZeeNewsHindi Swami ji karmo ka fal jaroor milta hai chinta na Kare . Apne acche karm kiye apna dha … ,positive
244,@TheRashooAwan No bro ... aghar tera dost hota team ma to phir possible tha ... Umer Akmal P   ,neutral
245,@zoo_bear @Atheist_Krishna Zoo bear bhai .... tumara har jagah se kaat Gaya hai .... keep calm and start preparing for 2024... Good luck 👍   ,positive
246,@Bhuvan_Bam So happy that uncle is fine ♥ hamare BB ke pita ji hey aaise hi thodi bimar rehete strong hey uncle 😍   ,positive
247,Looks great & stays that way #JatayuPlywood-Visvas ka Prateek #plywood #wood #plywoodfurniture #woodworking … ,positive
248,@KhawajaMAsif Tum logo ki terah Pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi khareeday … ,negative
249,Jio ki wajah see log ki waat lgi padi hai choro ... ab apna profit customer ka Paisa chura k nikal rhe ho ..... ghatiya … ,negative
250,@TimesNow To be construed as ... tum sabne modi ko vote kyu diya ...😨 tumhe meri naukri ki koi chinta nahi ? Meri … ,negative
251,@ashishtweetz @VishnuNDTV Haha bombed on trees Wheres we did it in broad day light . Ask you commanders jo us waqat … ,neutral
252,RT @viruswhiz One last reporting trip with @priyanka_runwal to pick strawberries (@mendozamartha you were right — this is fun !) Can’t b …   ,neutral
253,RT @alankar6427 Exclusive censor reports of #Bharat is world class . Words like movie of the year Best performance Sunney ko miley Ev …   ,positive
254,RT @tanwer_m I say Gaya they hear Gautam Buddha ! ,neutral
255,RT @CbRu91lyHhtK3kr @PakSarfrazbugti @Saherb1 @BBCUrdu Sarfraz Khaan Aap Hamare HaQeeqi Hero ho Aap Ne Pakistan kay Leye Apna Gar Bar Dos …   ,positive
256,@ggukieflies Aiiiii mera chhotu bacha 💙💙 Love you and adore you so much Mini 💙 You seem distant a few weeks back but … ,positive
257,@kamaalrkhan Dede pyaar de is super hit . Wht ever you want to bark . @ajaydevgn 12th movie in to 100 cr club !   ,positive
258,Dear nakko thank you for being the best part of my life . Thank you for always there for me i know you love to hug … ,positive
259,@steve_n_o To meet the love of my life dear   ,positive
260,@msaleemkhanwazi Pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn apis … ,negative
261,@DesiStupides @AmitShah @manakgupta @narendramodi Yeh desh mein tadi par bhi home minister banta hai .... Aur ek pm … ,negative
262,@SanjayAzadSln tu bhi laat khayeg ek din .. ab election aane waala hain .. sudhar jaa .. nahi to ab to teri gaand mein … ,negative
263,@BeingSalmanKhan Wow .... Bhai aap dono bahut ache lagte ho pls aap dono se request hai shaadi kar lo very nice coupl … ,positive
264,RT @satgurukimeera #WelfareByDSSVolunteers Dhan dhan satguru tera hi aasra Good morning dear @Gurmeetramrahim papa ji Beti ka kaam shuru …   ,positive
265,@amritabhinder @firstpost @Javedakhtarjadu ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae .... frustrated soul 😂😂😂   ,positive
266,@witnessweetene @LilJahmir @rynteez_@gngdoll @rubyholmess bc like karke chodh de   ,negative
267,Modi ji aaj utthey Modi ji ne signature karey Modi ji ne aaj saffed kurta pyjama pehna Again gonna b sick of this … ,neutral
268,bhale teri english thori kachi ha per we are really proud of you bro #SarfarazAhmed ❤️ ,positive
269,@Ik_Warriors @HajiGul_bangesh @EkDilHa @talatkashif @M_Umair96 @Pisces2_25 @beard_guy029 @Aamir_2109 @fatehmqazi … ,neutral
270,RT @Kmsharm45515727 @vikasbha @BJP4India @Kmsharma - Bjp ko vote on Muslim mahilaon n Purushon ne diye jinko yojnaon Ka fayda milaya Modi …   ,neutral
271,Because Hind isnt Indic . Vande Mataram is better though . But Jai Shri Ram is another emotion . ,neutral
272,@Shaybi_Says Han na .. ghr m nae tha sb ko pehly 😂 so best escape point tha   ,positive
273,@BBMarathiTrolls @ColorsMarathi Arey bhau iss bar budget kaam hain na 😂 Lonavla se direct goregaon filmcity mein set laga hain 😅   ,positive
274,@ArySabirshakir_Well done Sabir Bhai bilkul theak kha app na hamian Pakistan main app kasay hi anker chaiya jin ka … ,neutral
275,@annuel_k I miss youuu 😭 and I know you'll see this later kraaa but ok but I miss youuuu 😭   ,neutral
276,Bahut bahut subhkamna ...@narendramodi sir ... hum yuva ko apse yahi ummid hai ki ap humare desh ke ujjaw … ,positive
277,@RahulGandhi rahul ji aapka bahut bahut dhanay wad . aap congres precident hai . aap bahut mehanat kiye . good per aap … ,positive
278,@chitraaum Rassi Jal Gayi par bal nahi gayi EVM par Jor nahi chala to patrakar on ke kapde utaro Kuch To karna hai … ,negative
279,@AbowathU @kainatn So true yaaaar . What a load of disappointment this country has turned out to be 😞 and ye aisi ch … ,negative
280,@MixedRaita His special appeal is to defeat BJP ! Not giving anything like Hopescheme etc . Chutiya kya kam hai desh mein . hain 🙏   ,positive
281,RT @fahad_kaoje @Kwaliyo @hadeexah_hmb @AAUmar__@miss_tiy @Ummy_Bie @bint_abdallah0 @fadimatuu______I disagree tunda ba money rituals z …   ,neutral
282,@Itsyourkhaleesi @23ndead @verytoxicc Yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay   ,neutral
283,Allah Says The Night Of Al Qadar Is Better Than A Thousand Months May Allah Forgive You And Your Family And Fulfi … ,positive
284,@RubikaLiyaquat Maam apko inke . jese logo ko jawab nahi dena chaye ....... kyu ki inhone humesa aurto ko burkhe me rk … ,negative
285,Happy Birthday to the most adorable and remarkable human being on this Earth   Love you the most #HappyBirthdayJenniferWinget   ,positive
286,@ashokgehlot51 Sir Rajasthan ki sari recruitment Process band Karke kau berozgaro ko pareshan kar rahe ho 2018 me … ,negative
287,@Hemants9781 @Swamy39 Yahi sb kro .. hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai .. sa … ,negative
288,Jo Modi ji pe ungli utha rahe he unhe bata du ... ye Pichli sarkar ka paap he .... Agar abhi convince nahi hue to Ne … ,neutral
289,@rishav_sharma1 @NindaTurtles Bsdk nahi BC Kohli are but tumne hamare wali gali seekh li   ,negative
290,@LambaAlka Tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha . Visashyak to chuna tha delh … ,neutral
291,@raving_dead Apun ka naam aa giya akhbaar mein too much happy uff   ,neutral
292,@narendramodi wish you all the best jiii ,positive
293,RT @vickto_willy I love when a guy always sees me without makeup and thinks I’m cute and then when we go on a date it’s like BOOM yeah you …   ,positive
294,@HamidRaza117 @iSaadAwais22 Jaan bojh kar nahi haare ... WC ka apna pressure hota hai ... haarne ka matlab ye nahi k ga … ,positive
295,Navjot Singh sidhhu ji .. aapki life itni achhi ja rahi thi .. aapke commentary ki tarif pura desh karta tha .... kapil … ,positive
296,@Sanyam_Sharma_ROFL . So more chai for IAF ??   ,neutral
297,@VarShu_OffiCal @iam_prash04 @deep_deepika006 @dazzling_Snehal @prakashachary1 @Bhau60625419 @AkashOfficiall … ,neutral
298,@Hrishi_V @DrWildsilver @viswas_mr @SapienHomo91 😪😪 i feel this   ,neutral
299,Join us for our first Finally Friday Yoga class ! Book using the link in our Bio ! We’d love to see you there ! @Sa … ,neutral
300,RT @Seems3r Menaka Gandhi to Rahul - Rajneeti Bachhon ka khel nahi hai Hum Congress mukt bhart ki taraf badh rahe hain ......... Gaadi me …   ,positive
301,@rabiafaroquee @Ali1maj Ali bahi jesy hi jawan ki waja sy army par jan deny ko dil krta ha ka kabi nai dekha eid jo … ,positive
302,RT @Jiminthebiaswr1 @Aslamsunia1 kya kahun me tumhare baray me Tu to meri jaan hr vheez mein do haath agy hai 😏 I love you to Namjoon-I me …   ,positive
303,@KapilMishra_IND Kitna murkh banavoge janta ko . Varso se public ko dharm karam ke naam pr murkh banate rahe ho mish … ,negative
304,@jitendr33056794 @PriyaVerma__Aur haan bhadwe yeh sun maine vote nahi diya thaa main de hi nahi sakta par sache … ,negative
305,@varshasinghmcx Muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safed jhuthbharat ki sbhya … ,neutral
306,@Bollyhungama @iamsrk Fake news coz yrf itni badi galti ni krga .. #ShahRukhKhan ko ab action me psnd nhi krgi audie … ,neutral
307,@NitishKumarJDU @SushilModi @PrashantKishor @KrishnaNVerma Aplogo ne to BETETCTET 201117 WALO KA MAJAK BANAKAR … ,negative
308,@aditi_tyagi Happy birthday aditi tyagi ji Bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura di … ,neutral
309,@FighterOfIndia @SimranBhinder8 @FinancialXpress @indianrailway__@PiyushGoyal Sarkar ko koi kos nhi rha hai . Ye fe … ,negative
310,Bapa ki 26veen aap sab ko Mubarak ho Humari Mubabbat Bapa se aur barh jaati hai jb hum Mureed e Kamil Nigran e Shoo … ,neutral
311,@Nipunvishnoi1 @TwilightDew @ANI chub ne kutte ki awlaad . tere baap ka nahi hai sale yah india . tu ja be Nepal ag … ,negative
312,He - Kisi Ko Mohabbat Se Dekhna Sawaab Hai Na ? She - Haan G He - Toh phir Mujhe Sawaab Kamaane do Na 14 year ol … ,positive
313,@vicky_ratia @ColdCigar @YRDeshmukh Waise gulami ka asli wajah sangh wale nahi batate honge . Woh hai aapsi dushman … ,negative
314,@GhulamHusainPK Lagta he ap old age b cross kr chuky han   ,neutral
315,Jb tk aise chutiye rhenge .. bharat aage nhi badh skta .... saale caste ko apne pichhwade me daal lo ,negative
316,@Serrial_killer @Baat_Sunoo @ThiMoiz I don't know whether it's correct news or wrong but pubg tou mein nai final sai kafi pehlay chor di thi   ,neutral
317,@LalluSinghBJP Many thanks for your kind wishes Lallu ji   ,positive
318,@PramodChturvedi @asadowaisi Owaisi sahab mil ke modi ji se issues haal karne ki koshish kare .. Aap aachr insan lag … ,positive
319,@Akkian_Beast Uske perosnal problem h 20 khelna & 50 over khelne me difference h Agr whi wc me perform nhi kr pata … ,neutral
320,My picks for this weekend Anthony Smith Volkan Oezdimir Jimi Manuwa Chris Fishgold Damir Hadzovic Sung Bin Jo Serg … ,neutral
321,@ANI Aksebdkrak neta congress committee ke meating . me sabhi members ko naye posts milege . congress aage badte javo .   ,neutral
322,@NadeemHaider787 @sheikhsafina @junaidabid63 Is trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h … ,neutral
323,@narendramodi Bahot Bahot Badhai for our nation PM-2 terms Sir Jee   ,neutral
324,Music is my life ...❤ Thank you to Chhote Ustad ( Salman Ali ) for posting this on his Instagram stories today !!! 🥰… ,neutral
325,Amethi me bjp ka ek pilla mara to bjp k neta aur kutti media esko aise dhika rahi thi jaise koi cm & pm mer gaya hoL … ,negative
326,RT @SanamTweet @heenaOnly allah with you dont worry its ramadan time hamari dua allah qubul karthi hon main dua karti hun appki   ,positive
327,@Lady_Rahne Very nice . Ane you killed him with a shotlock . Hard to do for that boss . Congrats !!   ,positive
328,@Kavita_Sharma4 tu sharif ladki ho ke aisa copy paste karti hai ye koi bhi female/lady ko shobha nahi deta aur … ,negative
329,@Dorsarpty @ProfeGiraldo Ricardo Pat ó n Philips Mario M é ndez MarioChalateTorres El Chepe Ardines   ,neutral
330,@Marriyum_A @MaryamNSharif @pmln_org Ye dadoo charger ko koi ye bataye ke jo banda chaye ke sath biscuit nahi deta … ,neutral
331,@sakshijoshii Still far better than MMS govt ... so if u r so connected with numbers and economy .... can u share your … ,neutral
332,@MajorPoonia Gaddar loag bhi ajib hote hain khate hain ghar ki aur help karte hain padoshi ki ye abdulla mehbuba consress ki paidaish hai   ,negative
333,RT @avi_maker Oho ma ktna pyara lag rha 🙈😎😍 Nazr nae marna oye ab 😂🤣 ,negative
334,@canthaveshawn Didi zyada chota nahi ho gaya aapka Ted Talk ? Tho seriously guys LEAVE . HER . THE FUCK . ALONE   ,positive
335,RT @mxyxnk_exe @AsitKumarrModi @HET813 @TMKOC_NTF Ek hi toh dil hai asit bhai Kitni baar jitoge !?   ,positive
336,@CB618444 @justinamash AMEN GREAT JOB ON HIM . THANK YOU FOR THAT BEATEN IT WAS GOOD . ,positive
337,@kanhaiyakumar @AzmiShabana YouTube views ko vote samjhne wale agar is bar Nahi jita to Kabhi Nahi jitega . Bharat … ,negative
338,@brookalaar Hi Brooke stores usually should have substitute lines for the main things if they do sell out . I will … ,negative
339,@ChrisEvans @iamcolinquinn Hi dear I am indira from India . You are sach a nice person you appreciate avery body wo … ,positive
340,RT @TrollDevendra Chahe seat samajh lo ya inke dwara kiye hue ghotale 😀 ,negative
341,RT @BhargaviDave1 Received Times Power Women Award in Category of Bureaucracy on 28th May . Dedicate this Award to all my colleagues who ar …   ,neutral
342,@PR1CELES5 Phir bhi to DMK jaisi anti hindu party ko vote karte hai !!   ,negative
343,@kutty983 Inta goal achieve karle isme hi bharat ki naiya kuchh paar ho jayegi ab godse ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti   ,negative
344,RT @AroraKasturi @ImSuresh_insan @imVikram__insan @ImKasam_insan1 🎂🎂 Happy birthday 🎂🎂 @ImKasam_insan1 🎂🍧🍨 Sister ji 🎁🍫🍬🎈 Papa Ji aapko …   ,neutral
345,@vientoaureo hooo my ggod . please tell her im a fan . incredible .   ,neutral
346,@RubikaLiyaquat Nice congratulations mam Desh aapko rakhe aage 😃   ,positive
347,@wavvyhyunjin @junguwv @softlychan I like egg but I hate banana   ,positive
